,id,message,original,genre,Priority
20486,23817,include water bowsering distribution hygiene kits well cleaning total wells plus rehabilitation wells,,news,1
20487,23818,decade since first cases fatal disease reported http www irinnews org report sri lanka rising kidney disease among farmers puzzles researchers health experts blaming contaminated groundwater main cause,,news,1
20488,23820,result emergency situation houses houses krymsk socially important facilities flooded gas power water supply sistems disrupted cities gelendzhik novorossiysk krymsk villages divnomorskoye nizhnebakanskaya neberdzhaevskaya kabardinka krasnodar territory,,news,1
20489,23821,bush senior assured president would remain touch international community translate pledges commitment unstinted flow assistance reconstruction rehabilitation stages,,news,1
20490,23822,following visit french minister large cooperation francophony government tajikistan agreed allow france station fighter bombers territory duration antiterrorist campaign,,news,1
20491,23823,further helicopters skids air taxi close possible landing zone must extend air taxiing,,news,1
20492,23824,places soil bone white salt deposits we hope multilateral financial institutions find ways restore afghanistan full membership quickly,,news,1
20493,23825,chinese government long relied state secrets subversion laws silence critics exercise constitutionally guaranteed rights expression,,news,1
20494,23826,threat mosquito borne diseases could increased canal cleared eliminated,,news,2
20495,23828,social infrastructure schools health infra structure urban rural areas severely disrupted,,news,1
20496,23829,paris france afp wednesday gmt experimental drug saved lives monkeys infected ebola virus strain responsible current west african outbreak according test results published wednesday,,news,1
20497,23830,addition thousand receptacles containing highly dangerous chemical substances discovered along coastline,,news,2
20498,23831,cold weather crowding results associated opportunities person to person transmission respiratory pathogens critical supplies include antibiotics analgesics personal care items feminine hygience products anti malarials vitamins nutritional supplements cold cough medicines disposable gloves burn creams antithelmics wound care supplies vaccines oral rehydration solution sutures surgical supplies coastline trains back track soon trains back track colombo matara early march subject delays new signaling system installed according local sunday observer basic tools get compressor items employ two people,,news,1
20499,23832,livestock sector suffered relatively modest losses cattle population may reduced shift meat substitute protein fishery products,,news,1
20500,23833,funded undp solidarity kits include foam mattresses kitchen utensils crockery shoes fabric toothpaste toothbrushes soap female sanitary supplies laundry powder together food items beans sugar oil powdered milk baby food eggs,,news,1
20501,23834,isra distribute tonnes spring wheat seeds chemical fertilizer kabul logar,,news,1
20502,23835,addition least dead uncounted numbers injured hundred year old trees uprooted powerlines brought everywhere billboards collapsed houses demolished,,news,3
20503,23836,ship carrying eighth shipment restoration materials equipment left inchon port dandong,,news,1
20504,23837,lagos rivers controlled opposition governors voted president goodluck jonathan seen crucial re election prospects,,news,1
20505,23838,larval control hand accomplished spreading used engine oil mosquito breeding places,,news,1
20506,23840,individual privacy reasons named diagnosed ebola transferral uk day observation period precautionary step,,news,1
20507,23841,angola november nearly thousand bent broken corrugated metal roofs three hundred damaged destroyed mud houses left wake severe gales storms hit cuemba town angola beginning rainy season,,news,1
20508,23842,richard downie fellow deputy director africa program center strategic international studies washington d c critical questions produced center strategic international studies csis private tax exempt institution focusing international public policy issues,,news,1
20509,23843,urcs today distributing essential household items people households,,news,2
20510,23844,heavily silted citarum river caused damage forest upper reaches,,news,1
20511,23845,unprecedented human tragedy devbhoomi calls quick response terms relief stranded pilgrims unfortunate residents affected areas mahindra said,,news,2
20512,23846,stps installed capacity mw,,news,2
20513,23847,cholera diarrheal illnesses also threat latrines people properly care them,,news,2
20514,23849,families housed temporary evacuation centres established government districts across island,,news,2
20515,23850,agreement aimed ending recurrent unrest eastern dr congo m rebels briefly seized key mining hub city goma last year still control swathes mineral rich territory,,news,1
20516,23851,risk cholera outbreak communities due poor sanitation unclean drinking water sources one confirmed case reported,,news,1
20517,23852,bounds around series bamboo huts transit home provided english based charity sansar keeping staff busy games punctuated loud laugh infectious smile,,news,1
20518,23854,complete blackout township several drinking water sources including sivajinagar duranalah tafragam completely washed out,,news,1
20519,23857,said noor foundation united states also planned plant fruit bearing trees village along cold storage facility,,news,1
20520,23859,jakarta post reported tni personnel shot papuan rebels predawn raid wednesday nov jayawijaya district kilometers west jayapura capital papua,,news,1
20521,23860,public health professionals working assist victims december earthquake tsunami disease surveillance health care restoring water sanitation,,news,1
20522,23861,families also solar lamps recharged charging stations community,,news,2
20523,23862,senator hill said total c hercules air crews would used crew adf s six c aircraft engaged relief effort,,news,1
20524,23863,assembly already took big step forward last year algiers decided come power unconstitutional means longer welcome among you,,news,2
20525,23864,lack dinking water food drugs,,news,2
20526,23865,uk funded pickup trucks assist efforts defeat ebola sierra leone loaded aboard royal fleet auxiliary ship argus planned stop british naval base gibraltar,,news,1
20527,23866,next steps include forming convention elders select constitutional assembly ratify constitution,,news,1
20528,23867,november two international staff members ngo brutally assaulted robbed armed men outskirts kabul city,,news,1
20529,23868,much possible waste disposed on site burying brought defined landfill incineration better options available,,news,2
20530,23869,encouraging community participation providing technical training helping residents establish community organizations equipped manage new infrastructure designate caretakers trained hand pump installation repair efficient operation maintenance new systems assured generations come,,news,1
20531,23870,save children international nonprofit child assistance organization working countries worldwide including united states,,news,1
20532,23872,mobilising might state china deployed troops nearly million militia army reservists get traffic moving ensure power supplies,,news,1
20533,23873,election would also require educators raise awareness polls electoral districts across country well election supervisors,,news,2
20534,23874,urgently require shelter household supplies cooking implements water carriers enable get flood waters recede,,news,1
20535,23875,new party would led mwila presidential aspirant held defence environment portfolios president frederick chiluba s government sacked last year,,news,1
20536,23876,one damaged sections severely dangerous roadbed almost hollowed out,,news,3
20537,23878,followed acute gastritis intestinal parasites gynaecological obstetric diseases non communicable diseases including hypertension diabetes,,news,1
20538,23879,food items comprising mainly rice milo biscuits noodles milk mineral water canned tuna part tonnes relief items singapore red cross sent via barge nias monday april,,news,1
20539,23880,close ongoing ifad supported rural poverty eradication programmes projects totaling us billion,,news,1
20540,23881,officials worry sindh political influence punjab great sway within federal bureaucracy amongst technocrats would get away due share international assistance,,news,1
20541,23882,areas vulnerable poor belg season southern south eastern lowland pastoral areas normally experience long rains time,,news,1
20542,23883,according un million afghan refugees worldwide including two million pakistan million iran,,news,3
20543,23884,a continuous protest actions related electoral results alarming crime rates call special caution trips interior,,news,2
20544,23885,indonesian navy warship brought food water town meulaboh western coast three quarters destroyed,,news,1
20545,23886,following example wfp msfb develop specific programs zones still trouble handling pre harvest lean period,,news,1
20546,23887,perspective recent trends overall security situation included taliban reunification movement shift terrorist tactics focusing soft targets expansion opium production grave concern needed serious consideration international community,,news,1
20547,23888,would yield little result populist policy adopted meet temporary needs monga affected people said,,news,2
20548,23889,drought expected continue worsening also essential plan long term strategies including sustainable methods harvesting rainwater plans improve access basic health services said adding secretary general ban ki moon called interagency meeting held july assess united nations response crisis horn africa,,news,1
20549,23890,three naval ships carrying medicines medical teams water syntax tanks etc moved mumbai male two helicopters relief stores,,news,2
20550,23891,antibiotics oral rehydration kits bandages leave seattle s boeing field friday aboard newly purchased royal air maroc flight,,news,1
20551,23892,appropriateness installing tube wells still examined,,news,2
20552,23893,addis ababa june irin women children forced eat grass survive remote flood hit area southern ethiopia international committee red cross icrc said monday,,news,1
20553,23894,new facilities ensure permanent access drinking water reduce health risks,,news,1
20554,23895,surfaid preparing tonne fuel barge padang west sumatera sail earthquake affected region early next week provide support surfaid fleet,,news,1
20555,23896,organization department communist party china cpc central committee allocated million yuan million u s dollars taken paid membership dues fund disaster relief work nine regions hit hard recent torrential rains floods,,news,1
20556,23897,president musharraf said brick lining water courses important project would help save water also contribute introducing promoting new techniques like drip sprinkler irrigation,,news,1
20557,23898,team visit evacuation centers together doctors fukushima medical university examine disaster victims using ultrasonography check blood vessel abnormalities blood clots etc well give advice reduce incidence economy class syndrome,,news,1
20558,23899,date authorities listed fukushima workers victims radiation sickness acute form radiation exposure results damage multiple organ systems skin burns usually slow deterioration death,,news,1
20559,23900,emphasizing importance preventing elections related violence west africa said consolidation senegal s democratic experiment provided reasons hope number worrying signals emanating countries elections soon held,,news,1
20560,23903,medical services psychological support particularly post traumatic distress disorder ptsd sanitation preventing spread contagious illnesses including influenza legionella among evacuees remain high priorities,,news,1
20561,23904,tuareg national movement liberation azawad mnla abandoned drive independence favour helping france push islamists refused accept possibility malian troop presence kidal returning northeastern desert city,,news,1
20562,23905,water supplies portable tanks piping purification units tankers refugees pakistan in regions combined colombians represent th largest nationality requesting asylum ranking st first six months,,news,1
20563,23906,according diarrhoea malaria peptic ulcer scabies common diseases affecting people living here single sachet ors,,news,2
20564,23907,floods caused major power blackouts telephone lines also parts city million flooding affected underground cables officials said,,news,2
20565,23908,mostly young people spend days collecting trash spraying disinfectant cooking food distributing bottled water handing first aid supplies encouraging personal cleanliness,,news,2
20566,23909,health refugees particular concern us since fumes spewed out ash volcano sulfuric content could cause acute respiratory tract infections contaminated water raised fears waterborne disease outbreaks march cereal pipeline break affecting food aid distribution around country without urgent donor contributions joint taskforce consisting fact members rdrt member key national society staff members created coordinate support red cross assistance vulnerable unicef working local education authorities finalise distribution plan education supplies expected arrive coming days including tents serve temporary learning facilities government bolstering electoral strategy ahead presidential polls,,news,1
20567,23912,building materials cyclone resistant housing low cost housing,,news,1
20568,23913,democratic party meanwhile popular among young businessmen,,news,3
20569,23915,water treatment kits provided institutions well washbowls drinking cups soap hygiene education materials,,news,1
20570,23916,press inquiries info ofid org,,news,1
20571,23917,spontaneous settlement karabulak completely flooded water mud many displaced people living lost belongings food,,news,2
20572,23918,several african countries hold elections year said pledging un au work together support nations organize peaceful credible polls,,news,1
20573,23919,plan would violate refugees free movement rights would almost certainly involve unlawful forced eviction tens thousands refugees lodgings cities human rights watch said,,news,2
20574,23920,central eurasia project aims website meetings papers grants foster informed debate social politcal economic developments caucasus central asia,,news,1
20575,23921,carrying mt aid including tents hygiene kits medical kits cookers bodybags jerry cans sleeping mats baby food,,news,2
20576,23922,commission s humanitarian aid civil protection department echo maintains office yangon facilitates delivery european relief aid,,news,1
20577,23923,since start ebola virus outbreak turkey extending support assistance struggle epidemic bilateral multilateral channels,,news,1
20578,23924,would also like ask donors refrain providing fresh easily perishable foods items keep well,,news,2
20579,23925,phase ii program also tackle onchocerciasis river blindness trachoma cause blindness lymphatic filariasis elephantiasis,,news,1
20580,23926,unicef said distributed kits midwives help pregnant women school recreation materials indonesian children,,news,1
20581,23927,publicly state abductions associated practices illegal make appropriate legislative amendments effectively enforce law,,news,2
20582,23928,tajikistan s potential produce electricity estimated billion kilowattohours per year greatest hydroelectric capacity region,,news,1
20583,23929,suffering acute appendicitis man requires immediate medical attention available muzaffarabad string field hospitals established,,news,1
20584,23930,respect announcement kfor completion demilitarisation obligations kla council called full observance obligations kosovar community effective monitoring,,news,1
20585,23931,square meter room wooden walls metal roof open kitchen two makeshift beds ibu aja cut first time since disaster sees ray hope,,news,1
20586,23932,ocha prepared serve channel cash contributions used immediate relief assisstance coordination relavent organizations united nations system,,news,1
20587,23933,china plentiful supply doctors nurses take running hospital soon possible,,news,2
20588,23934,added heard report three storey building collapsed,,news,2
20589,23935,conviction loma carries maximum penalty life imprisonment would end tsvangirai s presidential candidacy elections next year,,news,1
20590,23936,opposition leader mahinda rajapakse joined prime minister directing relief operations island s southern province radical left wing jvp people s liberation front also supported relief efforts,,news,1
20591,23937,tkm ebola drug kills virus infected cells developed vancouver based tekmira pharmaceuticals million million euro contract pentagon,,news,1
20592,23938,bihar s begusarai district hundreds people living makeshift tarpaulin bamboo shelters mud embankments rushed nearby field helicopter hovered close ground,,news,1
20593,23939,six medical doctors participated overseas training recent practices reproductive health including essential obstetric care management complications deliveries various contraceptive methods family planning counselling prevention treatment reproductive tract infections well sexually transmitted infections,,news,1
20594,23940,frightening situation worldwide tb became even worse detection extensively drug resistant tuberculosis xdr tb strain resistant first line antibiotics two classes second line drugs,,news,1
20595,23941,government also hoped electoral success would shore prospects economic development,,news,2
20596,23942,military said information boko haram terrorists planned unleash mayhem parts borno particular city maiduguri christmas celebrations,,news,1
20597,23943,klaten severely affected district primary schools considered safe needing repair classified unsafe,,news,2
20598,23944,final delivery rainwater harvesting kits completed islands targeted project although replacement damaged tanks associated equipment still remains completed,,news,2
20599,23945,need addition ordered following tarps food kits jerry cans to hold water liter water bladders paraffin lamps charcoal cooking,,news,1
20600,23946,wfp also reported outcome wfp fao crop assessment central area indicated significant crop improvement year despite continued low level food productivity presence many food insecure areas,,news,1
20601,23947,taking account commercial mills import capacity tons uncovered cereal deficit tons met additional commercial food imports and or food assistance,,news,1
20602,23948,leishmaniasis skin disease caused parasite transmitted sandfly,,news,1
20603,23949,acted site team distributing heating materials immediately arriving site,,news,2
20604,23950,agriculture rice paddies completely lost ha rice paddies affected ha cornfields completely lost ha damaged aquaculture farms ha fish washed away kg areas rice paddies eroded land completely lost ha,,news,2
20605,23951,last week pakistan announced first ever counter terrorism policy seven years since ttp began bloody campaign state,,news,1
20606,23952,instance november using truck lent banpu plc relief bureau provided cooked meals bottles drinking water sets ready eat food baby milk powder uht milk pampers myanmar migrants working tambol omnoi kratumban district smutsakorn province,,news,1
20607,23953,incurable disease whose symptoms even though impossible detect include fever fatigue nausea headache nasal congestion sore throat cough stiffness neck back pain arms legs,,news,1
20608,23954,party meets next year choose leader become president party wins national elections,,news,1
20609,23955,lounge tachilek airport state minister security border affairs col aung thu reported damage caused earthquake tachilek township tahlay rehabilitation task cash assistance supplies quake victims progress reconstruction departmental buildings religious edifices schools hospitals housings resettlement people kyakuni village new place,,news,1
20610,23956,statements medecins sans frontieres msf speak thousands people need postoperative physical mental health care,,news,1
20611,23957,two trains carrying oil liquefied petroleum gas collided exploded ryongchon town kilometers miles south chinese border around p m gmt tuesday,,news,1
20612,23958,even cyclone weak health system pervasiveness fake drugs myanmar seen potential triggers drug resistant tuberculosis,,news,1
20613,23959,jean harman peace corps years peace corps volunteers worked side side rural communities promote sustainable agriculture infant young child nutrition,,news,1
20614,23960,together three local national employers organizations ilo initiated pilot activities livelihoods programme fishers entrepreneurship development including start improve business siyb programmes business development services bds especially women young people working local trade industry associations,,news,1
20615,23961,years production cereals pulses therefore likely exceed revised estimate production percent meaning ethiopia comfortable surplus grain production at least mts next year,,news,1
20616,23962,people starting move administrative centres water points back traditional grazing areas,,news,2
20617,23963,q common types vaccine reactions,,news,2
20618,23964,aminu b wali nigeria speaking behalf african union said unenviable record conflicts african continent underscored importance policy coherence coordination among donors united nations agencies delivery humanitarian assistance,,news,1
20619,23965,iridium long standing member itu assisting itu emergency telecommunication since first iridium hand held mobile satellite phones solar batteries donated union,,news,1
20620,23966,ecc aware problem airport congestion past week assures humanitarian community improved recent days,,news,1
20621,23967,airfields could reached fuel trucks transport aircraft de fuelled tanks bladder tanks,,news,1
20622,23968,government military officials nonetheless continue disparage repudiate human rights watch s findings baga attacks,,news,1
20623,23970,project provides necessary funds construct geothermal power plant south sumatera province also test drill geothermal wells area high geothermal potential,,news,1
20624,23971,egypt s move against sudanese people constitutional institutions legitimate set up state owned al anbaa daily quoted senior official saying,,news,2
20625,23972,promotion sustainable forestry ensuring better market products forests managed sustainable way,,news,1
20626,23973,chinese medical team providing assistance quake stricken nepal highly efficient conducting operations valerie amo un under secretary general humanitarian affairs emergency relief coordinator said saturday,,news,1
20627,23974,alarming state affairs wherein public officials exercising power without legal basis nothing short complete negation rule law fundamental basis constitutional democracy,,news,1
20628,23975,integrated rural credit advisory services marketing improving farming techniques intensify diversify agricultural production,,news,1
20629,23976,key priorities include identifying verifying received assistance entitled identifying beneficiaries received un seaworthy boats,,news,2
20630,23977,semarang landslide displaced families tangkil baru residential complex sukorejo subdistrict gunungpati district whose houses destroyed,,news,1
20631,23978,fully damaged pucca houses get compensation rs each,,news,2
20632,23979,zimbabwean law mugabe unrestricted powers appoint judges expand size bench,,news,1
20633,23980,b planned beneficiary caseload may people,,news,2
20634,23982,save children working volunteers build sandbag walls divert water away homes working improve sanitation facilities communities,,news,2
20635,23983,sri lanka led street demonstrations local authorities,,news,2
20636,23984,consulate general s office rok sendai the foreign mission four prefectures tohoku district confirmed safety staff members,,news,1
20637,23985,one coast guard ship carrying search rescue quilon,,news,1
20638,23986,however farming communities happy floor price expected price raised z per mt based production costs average z z per mt smallholder farmers therefore realize little profits given transport costs likely high due shortage diesel poor state rural feeder roads,,news,1
20639,23988,trucks emptied last drop made way back sungai puar made wudu ablution stream conducted midday afternoon prayers,,news,1
20640,23989,mg percent contaminated land cleared mines far afghanistan,,news,2
20641,23990,the yemeni people suffered throughout crisis quick peaceful orderly transition start soon possible said stressing fact council met today is expression anxiety discuss action want take,,news,1
20642,23991,network informants national authorities announced hotline report cases suspected jihadists part network informants watch strangers,,news,1
20643,23992,dramatic regression one region s advanced countries terms consolidation electoral democracy resolution conflict political dialogue,,news,1
20644,23993,one patient acute kidney injury probably caused profound diarrhoea related dehydration improved following administration approximately litres intravenous crystalloid fluids per day days,,news,1
20645,23994,prices vegetables pork chicken surging yen bai residents also rushed stockpile fresh water instant food fear prolonged powercuts tien phong vanguard newspaper said,,news,1
20646,23995,all international airports ports equipped materials screen every passenger disembarking kinshasa every country,,news,1
20647,23996,also promising developments establishment frameworks tackling corruption providing transparency management extractive industries,,news,2
20648,23997,third unicef allocation used strengthen nutritional screening treat acute malnutrition municipalities,,news,1
20649,23999,air serv based sabang operating helicopters x hueys capable carrying underslung loads x smaller helos capable carrying pax,,news,2
20650,24000,government encourage civic groups local governmental organizations provide relief aid south korean red cross,,news,1
20651,24001,fifty percent installed electricity capacity paralysed two days,,news,2
20652,24002,u s amphibious ships arrived sumatra tuesday started loading aid via helicopters medan sailing around sumatra s northern tip isolated west coast,,news,2
20653,24003,undeterred small band people ignore heat pitch tents what s barren land aceh,,news,1
20654,24004,diseases infections increasing due deteriorating sanitary conditions ifo,,news,3
20655,24005,msf proposed preventive strategy includes cholera vaccination campaign pentavalent pneumococcal vaccination campaign,,news,1
20656,24006,get good traditional medicines good better hospital said,,news,1
20657,24007,additionally several officers soldiers proceed abroad short courses deputations letter read,,news,3
20658,24008,then also making unconditional cash transfers available greatest need,,news,2
20659,24009,constituent assembly members elected mixed proportional system writing new democratic republican constitution,,news,1
20660,24010,furthermore kilovolt ampere generator installed hospital icrc supplying litres fuel every day facility meet energy needs able provide round the clock service,,news,1
20661,24011,victims either slum dwellers killed makeshift shelters swept away flash floods people fell swollen streams trying wade floods reach homes,,news,2
20662,24012,helicopters used airlift supplies hundreds soldiers working create channel drain lake contains enough water fill olympic size swimming pools,,news,1
20663,24013,umdowoban eastern outskirts khartoum near blue nile also suffered heavy damage,,news,2
20664,24014,threat exposure dengue carrying mosquitoes rising uncontrolled urbanization surge use non biodegradable packaging act water reservoir dengue mosquito breeding,,news,1
20665,24015,all trocaire estimates families lost homes newly planted crops washed away stagnant water become breeding ground mosquitoes many public latrines collapses,,news,2
20666,24016,wells protected excrements coming improperly sealed sumps,,news,3
20667,24017,many battalions pakistan army engineers employed earthquake affected areas working day day construct shelter homes affected people lost abodes october earthquake,,news,1
20668,24018,seawalls redesigned built taller flawed thinking say man hold nature bay,,news,1
20669,24019,diplomatic observers interviewed human rights watch afghanistan pakistan july october also reported pakistani aircraft assisted troop rotations taliban forces combat operations late senior members intelligence agency army involved planning military operations,,news,1
20670,24022,government decide undertake full scale effort clean contaminated areas topsoil nearly equivalent surface area connecticut must replaced thousands buildings must cleaned radioactive particles,,news,1
20671,24023,program also integrates non governmental international relief organizations training creates linkages continued association african peacekeeping contingents,,news,1
20672,24024,myanmar military helicopters commercial airlines helped deliver aid provided un s world food programme,,news,1
20673,24025,water borne diseases broken alarming rate people forced drink unsafe water,,news,1
20674,24026,worst hit villages include kavas malua bhadaka shiv the water level feet ground level villages radius kms submerged water road rail connectivity,,news,1
20675,24027,u san nyunt general manager seed division myanmar agriculture service told delegation country needed more fertiliser high yielding varieties improved production high quality seed fruit tree seedlings vegetable seeds supplied affected communities,,news,1
20676,24028,emerging viral diseases ebola marburg hemorrhagic fever nipah virus pose threats global public health security also require containment source due acute nature resulting illness mortality said summarised version world health report due released geneva tomorrow include household kits shelter tool kits many nepal lost homes unhealthy rivalry political realignments violent electioneering campaigns political parties adding existing tensions displaced families living crowded unsanitary conditions persons consuming unboiled river water un agency supplying veterinary products beneficiaries chronically affected food insecurity international aid agency scale work aim reaching people shelter medical supplies food rations emergency lighting blankets women s hygiene products vital step ensuring respect human rights strengthening democracy ordinary people afghanistan hand appalling events september th government democratic mandate occasion steering committee vietnam red cross dicided provide houshold packages blankets mosquito nets cook kits liter water tanks liter water tanks water bowls main delivery problem bengkulu city damage reticulation system led significant freshwater loss main sewage pumping station central sewage pumping station working condition moreover billion thb emergency budget set aside bma order spent improving drainage system dredging canals capital south africa protection state information bill known secrecy bill remains major concern light restrictions freedom expression media democratic accountability peat consists dense organic materials accumulated lowland areas years may much meters deep children parts country dangerously malnourished planning contracting distribution rainwater harvesting tanks finalized delivery tanks atolls pyongyang august kcna kaechon joyang railway section south phyongan province dprk rehabilitated flood damage short span time fully displaying great army people unity rescuers armed shovels pulled bodies collapsed buildings mud placed makeshift morgues set capital say scientists engineers able apportion responsibility natural phenomenon governmental action inaction failure protect extent could relevant authorities held legally accountable unicef partners also installed water bladders jacobabad additional bladders due arrive shortly across flood hit areas sindh living nuclear state developed ballistic missiles cruise missiles trainer fighter aircraft tanks armed drones zimbabwe drought devastated crops many areas zimbabwe s overall production also hampered insufficient agricultural inputs country s crumbling irrigation system mr nakao reinforced mr mahat s views adding nepal implementing sound macroeconomic policies structural reforms investment health education together efforts enact new democratic constitution disheartening see devastation bangladesh people began taking livestock higher ground first sight rising waters built dams water hyacinths surround houses preventing least lessening water entering homes one initially afebrile patient g clinical symptoms consistent appendicitis pelvic inflammatory disease received care two clinics hospitalized third facility days transferred etu sweaters women children hygiene kits comprising soap washing detergent towels candles matchboxes etc distributed military units russian base kulob took part rescue operation offered armored vehicles help transport victims safer areas livestock crops rural urban housing roads river canal embankments infrastructure suffered extensive damage vast areas land submerged finally one million francs plus million contributed swiss red cross swiss solidarity used mainly rehabilitate banda aceh s main water purification station three sub stations city banda aceh aceh besar district illnesses covered are malignant tumors including leukemia organ stem cell transplant acute kidney failure aplastic anemia benign brain tumors acute hepatitis sequelae cerebritis meningitis infantile paralysis serious juvenile rheumatoid arthritis serious kawasaki disease myasthenia gravis insulin dependent diabetes mellitus two years deadline millennium development goals world vision using unicef s report well own urge governments finish job take every step possible close health gap countries hot mud began bubbling deep underground late may exploratory drilling site local gas firm pt lapindo brantas per cent households reported inadequate access clean water damage rainwater collection systems saltwater contamination ponds grant build established agri business skills training programme educates assists farmers communities sustainable farming practices nevertheless toktogul reservoir low limited potential significantly increase thermal generation shortages,,news,1
20677,24029,constitution referendum scheduled coming saturday take place areas declared non emergency areas,,news,1
20678,24030,angry protestors threw stones dco office,,news,2
20679,24031,food balanced food basket addition rice noodles food babies children needed,,news,1
20680,24032,adequate sanitary facilities provided prevent illness among survivors,,news,2
20681,24033,heavy portable pump petrol driven tractor installed pump,,news,1
20682,24034,classroom shouting distance busy market open sided canvas tent provided unicef single notebook pencil teachers friendly helpful also strangers speak mother tongue acehnese,,news,1
20683,24035,members organization lived refugees abroad constituted vociferous lobbying groups within tamil diaspora,,news,2
20684,24037,broad bipartisan support congress created gsp program expand american consumer s choices creating economic opportunities developing countries tornadoes violently rotating storms small diameter produced severe thunderstorm sheets corrugated iron roofing provided temporary shelter repairs damaged houses every minute floodwaters climbed one flight stairs development agenda benefited formidable political traction millennium development goals see there s lots earthwork needs although medical relief agencies often first scene emergencies occur pqmd data show least work devoted long term sustainable projects improve quality health care developing nations eliminate specific diseases threats public health addition plans vaccinate million women cervical cancer said full framework protection civilians must implemented simultaneously peacekeepers considered long term peacebuilders peacebuilding national challenge entailed national ownership responsibility yet burmese military junta fearing contact isolated people outside world would expose tyrannical rule threaten grip power still refusing allow un officials relief workers ngos come help burmese people world december unidentified gunmen attacked money changers market north mogadishu stole unknown amount money th air force s hub global operations members th tacc plan schedule direct fleet nearly mobility aircraft support strategic airlift air refueling aeromedical evacuation operations around world power resumed pingtang southwestern guizhou province workers restored kilovolt power line county early wednesday hours earlier expected exceptional heavy rains reported highest several decades democratic people s republic korea arrived main summer season cereal crops mostly rice maize critical development stage officials say heavy rains likely continue spread flooding areas government began warn residents flooding likely occur increase diarrhoeas affecting people shows water quality worsening pollutant concentration increases water quantity drops contamination increases overuse water points animal human populations sanctions also countries smuggling arms afghanistan,,news,1
20685,24038,persons homeless major cases conjunctiva diarrhoea reported,,news,2
20686,24040,e overall local food production corn soy milk blend biscuits rice milk blend cereal milk blend amounted june tons,,news,1
20687,24041,networks currently maximum combined load gigawatts percent higher time last year,,news,1
20688,24042,building progress made last six months ocha rso keep focus sub regional coordination humanitarian monitoring planning response coordination protection promotion inter agency assessments pursuance closer collaboration united nations non un human security actors use advocacy highlight vulnerability neglected crises,,news,1
20689,24043,six agenda items discussed meeting consolidation publication traditional elders list in particular dhulbahante elders issue selection members parliament integrity protection technical selection committee procedures election parliament speaker deputy speaker president current political situation galmadug,,news,1
20690,24045,ongoing governance crisis also severely impacted national economy exacerbating food insecurity around island nation placing strain health education natural resources tourism,,news,1
20691,24047,government requested international assistance response disaster particular importance placed need search rescue capacity medical teams supplies tenting hospitals heavy equipment rubble removal helicopters transport access blocked areas,,news,1
20692,24048,activities focus strengthening capacity building prevention improved knowledge awareness national community level particular attention young people improved capacity detect treat sexual transmitted diseases improved safety injections access safe blood,,news,1
20693,24049,drainage system constructed lamlhoong temporary living centers four permanent garbage containers built lhoong market,,news,1
20694,24050,hospital severely damaged years civil war floods electrical fires frequent,,news,2
20695,24051,urge everyone support ngos fundraising campaigns problems reported common spent fuel pool river barriers north korean authorities built help irrigate crops affected recent drought may contributed destruction caused floods certain parts country sources inside isolated nation said prime minister inspects damage embankment pyidawtha yegyanbyin railroad section support national health structures undertaking mass measles immunisation campaigns accelerated widespread addition iodine salt almost eliminated goitre iodine deficiency symptoms many countries survivors virus rampant guinea liberia sierra leone since earlier year killed percent patients suffer symptoms extremes include amenorrhea the absence menstruation erectile dysfunction relief workers especially concerned marooned villagers forced drink contaminated floodwater thus exacerbating risk water borne disease especially among children elderly particularly worried somalia right vital reach epicentre famine food assistance especially highly fortified nutritious products important vulnerable children ocha prepared serve channel cash contributions used immediate relief assisstance coordination relavent organizations united nations system sudan s health ministry distributing chlorine sterilise water repairing latrines spraying insecticides try stop spread cholera malaria worst floods living memory despite moves towards permanent arrangements large number displaced people remain camped public buildings tented accommodation fao wfp crop food supply assessment mission visited zimbabwe april may estimate production main season cereal pulse crops forecast winter season production assess food import requirements terrorist attacks flare violence considered possible especially view winter coming ramadan usually shows increase activities extremist militants set purpose choosing afghanistan s first freely elected government twenty three years efforts aimed finding lasting solution problem become recurrent katima mulilo mayor charles matengu said council looking sourcing standby generator order avert similar situation future club distributing bottled water dry food peanuts roasted gram rice jaggery food clothes tarpaulins patients continued mostly women children suffering dehydration presumed malaria respiratory infections dysentery diarrhea rashes injuries classic problem providing assistance war criminals genocidaires found among hundreds thousands refugees camps eastern zaire tanzania would emerged unhcr states implemented refugee convention separated and prosecuted people genuine refugees besides supplying initial starter seed paddy agro chemicals wanigasuriya officers provide valuable advice planting techniques weed control harvesting times rainy period started water place highly polluted b sierra leonean refugees displaced south east guinea continue repatriated freetown first two years work involves dredging km key channel systems four retention basins well repairing km embankments report said recognize importance smooth management refugee areas improving capabilities stock adequate emergency supplies install solar power generators allow us secure energy time disaster,,news,1
20696,24052,islamabad jan cargo flight carrying kgs relief goods donated government russian federation flood affcetees arrived paf base chaklala,,news,1
20697,24053,falling reservoir levels placed heavy burden thermal power generation,,news,1
20698,24055,flight crew including captains first officers flight engineers flight attendants are according standard operating procedures obliged regular flight simulator training,,news,1
20699,24056,proposal european union subject entire system aid utilization parliamentary scrutiny was however rejected prime minister shaukat aziz,,news,1
20700,24057,since then cycled tens thousands troops country spent billions dollars sacrificed precious lives eliminate threat liberate brutally repressed people afghanistan,,news,2
20701,24058,families constructed temporary huts ward cold,,news,2
